Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Ricevei il piego di Vostra Signoria per quella via che ella si compiacque inviarlo...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 31, c. 38r-v<br/>
</td>","Boccone, Paolo, 1633-1704,(citato.)Varchi, sec. XVII,(destinatario.)",Notizie di libri,Viviani Vincenzo a Varchi,18/11/1674,Firenze,,Varchi,1674
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Non posso mai esprimere a Vostra Signoria con quanto travaglio hiersera dopo che il Signor Francesco...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 32, c. 39r-40v<br/>
</td>","Steensen, Niels, 1638-1686,(destinatario.)Viviani, Francesco, sec. XVII,(citato.)",Suppliche,Viviani Vincenzo a Steensen Niels,9/01/1675,Firenze,Pisa,Steensen Niels,1675
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Per meglio lasciarmi intendere e parlar chiaro prima di ordinare che quel giovane...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 33, c. 41r-v<br/>
</td>","Zagri, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Zagri,24/08/1675,Firenze,,Zagri,1675
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Al partir di qua per costì la nostra Serenissima Gran Duchessa io procurai che venisse consegnato qui...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 34, c. 42r-v<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,(destinatario.)Colbert, Jean Baptiste, 1619-1683,(citato.)Galilei, Galileo, 1564-1642,(citato.)Boulliau, Ismael, 1605-1691,(citato.)Marchetti, Filippo, sec. XVII,(citato.)",Notizie di libri,Viviani Vincenzo a Gondi Carlo Antonio,15/10/1675,Firenze,Parigi,Gondi Carlo Antonio,1675
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall'Illustrissimo Reverendo Signor Cavalier Marucelli con infinita mia consolatione vengo assicurarle...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 35, c. 42v<br/>
</td>","Boulliau, Ismael, 1605-1691,(destinatario.)Marucelli, Giovan Filippo, 1628-1680,(citato.)Iacopetti,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Argomenti privati,Viviani Vincenzo a Boulliau Ismael,15/10/1675,Firenze,Parigi,Boulliau Ismael,1675
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Era mio pensiero di aggiustarmi un quartiere fuori delle città per andar...""Minuta autografaA c. 44v calcoli
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 36, c. 43r-44v<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],2/11/1675,Firenze,,[non identificato],1675
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Mi par più tempo questa mattina di starsene a incantar la nebbia che l'andare a bersene...""A c. 46v indirizzo e traccia del sigillo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 37, c. 45r-46v<br/>
</td>","Della Stufa, Ugo, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Della Stufa Ugo,19/01/1676,Firenze,,Della Stufa Ugo,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""In dubbio che un'altra mia de' 23 stante possa esser mal capitata...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 38, c. 47r-v<br/>
</td>","Marchetti,(citato.)Del Papa, Giuseppe, 1648-1735,(citato.)Redi, Francesco, 1626-1698,(destinatario.)",Argomenti privati,Viviani Vincenzo a Redi Francesco,26/01/1676,Firenze,,Redi Francesco,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Confidato nella solita cortesia di Vostra Signoria Eccellentissima la supplico a porger...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 39, c. 48a/r-v<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],4/02/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Mi rimosse una confusione che la bramata lettera di Vostra Signoria Illustrissima per la quale...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 40, c. 48bis r-v<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],17/02/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""In una fluttuantissima confusione di pensieri io mi trovo mentre mi riduco alla memoria due cose...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 41, c. 49r-v<br/>
</td>","Del Papa, Giuseppe, 1648-1735,(citato.)",Argomenti privati,Viviani Vincenzo a [non identificato],4/02/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Mi onorò Vostra Signoria Illustrissima d'inviarmi i suoi cortesissimi saluti per mezzo del venerabile...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 42, c. 50r-v<br/>
</td>","Marchetti, Alessandro, 1633-1714,(citato.)Del Papa, Giuseppe, 1648-1735,(citato.)",Argomenti privati,Viviani Vincenzo a [non identificato],15/02/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Con mia indicibile soddisfazione e confusione...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 43, c. 51r-v<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],10/03/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dirà Vostra Signoria Illustrissima. e con ragione, che alle cose mie io ho troppo dedicato...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 44, c. 52r<br/>
</td>",,Argomenti privati,Viviani Vincenzo a [non identificato],16/03/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Martedì prossimo passato de' 31 marzo 1676 in Firenze, circa l'un'ora e mezza di notte trovandomi...""Relazione fatta per il conte Benedetto Porto. Minuta
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 45, c. 53r-v<br/>
</td>","Porto, Benedetto, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Porto Benedetto,3/04/1676,Firenze,,Porto Benedetto,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Ricevuto il di 15 stante, l'involtetto dei disegni, che subito mando al Signor Eligio...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 46, c. 54r<br/>
</td>","Brizzelli, Eligio, sec. XVII,(citato.)",Notizie di libri,Viviani Vincenzo a [non identificato],20/04/1676,Firenze,,[non identificato],1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""In primo luogo eccomi a riverire...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 47, c. 54r<br/>
</td>","Ceruti, Giulio, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Ceruti Giulio,21/04/1676,Firenze,,Ceruti Giulio,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il signor Ridolfo Paganelli, il Signor Agostino Nelli, il Signor Michele Roti...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 48, c. 55r-v<br/>
</td>","Renieri, Nicolò, sec. XVII,(destinatario.)Roti, Michele, sec. XVII,(citato.)Nelli, Agostino, sec. XVII,(citato.)Paganelli, Rodolfo, 1618-1693,(citato.)Cecchi, Andrea, sec. XVII,(citato.)",Argomenti privati,Viviani Vincenzo a Renieri Nicolò,18/04/1676,,Firenze,Renieri Nicolò,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Con tutto che ad ogni uomo il quale si meriti il nome di onorato...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 49, c. 56r<br/>
</td>","Ricci, Michelangelo, 1619-1682,(destinatario.)",Notizie di libri,Viviani Vincenzo a Ricci Michelangelo,/04/1676,Firenze,Roma,Ricci Michelangelo,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Se Vostra Signoria Illustrissima col farmi pervenire replicati suoi gentilissimi ufizi...""Minuta autografaLa lettera è ripetuta alle cc. 58r e 59r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 50, c. 57r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(destinatario.)",Suppliche,Viviani Vincenzo a Magalotti Lorenzo,25/05/1676,Firenze,,Magalotti Lorenzo,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Affinchè l'inclusa conseguisca quel felice recapito...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 51, c. 60r<br/>
</td>","Falconieri, Paolo, 1638-1704,(destinatario.)",Varia,Viviani Vincenzo a Falconieri Paolo,29/04/1676,Firenze,Napoli,Falconieri Paolo,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Tre ordinari sono risposi alle cortesissime di Vostra Signoria in proposito di quelle pitture...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 52, c. 61r-v<br/>
</td>","Micalori, Giovanni Battista, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Micalori Giovanni Battista,12/12/1676,,Vilion,Micalori Giovanni Battista,1676
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Son molto ben noti a Vostra Signoria Illustrissima e Reverendissima i segnalati favori...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 53, c. 62r-63r<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,(destinatario.)Colbert, Jean Baptiste, 1619-1683,(citato.)Louis XIV, re di Francia, 1638-1715,(citato.)Franconi, Matteo, sec. XVII,(citato.)Marucelli, Giovan Filippo, 1628-1680,(citato.)Chapelain, Jean, 1595-1674,(citato.)Comiers, Claude, m. 1693,(citato.)",Notizie di libri,Viviani Vincenzo a Gondi Carlo Antonio,15/01/1677,Firenze,Parigi,Gondi Carlo Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'essere stato tutto giorno in campagna per servizio pubblico mi ha impedito...""AutografoIndirizzo e sigillo a c. 65v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 54, c. 64r-65v<br/>
</td>","Cerchi, Alessandro, sec. XVII,(destinatario.)Gondi, Carlo Antonio, sec. XVII,(citato.)",Notizie di libri,Viviani Vincenzo a Cerchi Alessandro,15/01/1677,Firenze,,Cerchi Alessandro,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Nel caso vi fosse più tempo di far consegnare la cassettina...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 55, c. 66r<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,(citato.)",Notizie di libri,Viviani Vincenzo a [non identificato],15/01/1677,Firenze,,[non identificato],1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Fu accidente fortunato che il passato sabato mi mancasse il tempo di scrivere...""AutografoIndirizzo e sigillo a c. 68v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 56, c. 67r-68v<br/>
</td>","Cerchi, Alessandro, sec. XVII,(destinatario.)",Notizie di libri,Viviani Vincenzo a Cerchi Alessandro,20/01/1677,Firenze,,Cerchi Alessandro,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Il sabato precedente alla partenza di qua della signora Granduchessa...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 57, c. 69r-v<br/>
</td>","Del Papa, Giuseppe, 1648-1735,(citato.)Redi, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Redi,26/01/1677,Firenze,Parigi,Redi,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Quando il terreno è domestico e di sua natura generoso e fecondo...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 58, c. 70r<br/>
</td>","Del Papa, Giuseppe, 1648-1735,(destinatario.)",Argomenti privati,Viviani Vincenzo a Del Papa Giuseppe,5/02/1677,Firenze,,Del Papa Giuseppe,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Sento per lettera umanissima e favoritissima di Vostra Signoria Illustrissima...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 59, c. 70v<br/>
</td>","Redi, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Redi,Unidentified,Firenze,,Redi,Unidentified
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io non ho dubbio che è grande, et in particolare i nostri Serenissimi Padroni...""Minuta autografaA c. 71v si legge una nota per il navicellaio
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 60, c. 71r-v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)D'Elci, Filippo, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a D'Elci Filippo,5/02/1677,Firenze,Pisa,D'Elci Filippo,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""E' stato effetto della natural gentilezza di Vostra Signoria...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 61, c. 72r<br/>
</td>","Comiers, Claude, m. 1693,(citato.)Roberval, Gilles Personne de, 1602-1675,(citato.)Perrault, Charles, 1628-1703,(citato.)Gondi, Carlo Antonio, sec. XVII,(destinatario.)",Ricordi,Viviani Vincenzo a Gondi Carlo Antonio,17/03/1677,Firenze,Parigi,Gondi Carlo Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Sento dalla sua carissima de' 10 del corrente che ha ricevuto...""Minuta autografaA c. 74r allegato disegno per il busto da far eseguire allo scultore Foggini
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 62, c. 73r-74r<br/>
</td>","Foggini, Giovanni Battista, 1652-1725,(citato.)Grandi, Michele Antonio, sec. XVII,(destinatario.)",Varia,Viviani Vincenzo a Grandi Michele Antonio,20/04/1677,,Firenze,Grandi Michele Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io fo così alta stima del giudizio e parere di Vostra Signoria Illustrissima che...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 63, c. 75r-v<br/>
</td>","Manfrè, Antonio, sec. XVII,(destinatario.)",Suppliche,Viviani Vincenzo a Manfrè Antonio,6/07/1677,Firenze,Napoli,Manfrè Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Che l'Eccellenza Vostra Signoria possa gradire la povertà del dono fattole...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 64, c. 75r<br/>
</td>","Cicinelli, Andrea, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Cicinelli Andrea,6/07/1677,Firenze,,Cicinelli Andrea,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Questa mattina l'Illustrissimo ed Eccellentissimo Signor Auditore Capponi mi ha significato...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 65, c. 76r-v<br/>
</td>","Marucelli, Giovan Filippo, 1628-1680,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Michelozzi, Antonio, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Michelozzi Antonio,16/10/1677,Firenze,,Michelozzi Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Io mi sento più di cercare qualche proprietà...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 66, c. 77r-78r<br/>
</td>","Archimedes, 287-212 a.C.,(citato.)Del Rosso, Giovanni Andrea, sec. XVII,(citato.)Liceti, Fortunio, 1577-1657,(citato.)La Coste, Bertrand de, sec. XVII,(citato.)Magalotti, Lorenzo, 1637-1712,(destinatario.)",Argomenti privati,Viviani Vincenzo a Magalotti Lorenzo,26/10/1677,Firenze,Vienna,Magalotti Lorenzo,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""In occasione di accusare a Vostra Signoria Illustrissima e Reverendissima la ricevuta...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 67, c. 79r<br/>
</td>","Gondi, Carlo Antonio, sec. XVII,(destinatario.)Cassini, Giovanni Domenico, 1625-1712,(citato.)",Varia,Viviani Vincenzo a Gondi Carlo Antonio,29/10/1677,Firenze,Parigi,Gondi Carlo Antonio,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Parte per malattia sopraggiuntami, e parte per essermi convertito...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 68, c. 79r<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,(destinatario.)",Notizie di libri,Viviani Vincenzo a Cassini Giovanni Domenico,29/10/1677,Firenze,Parigi,Cassini Giovanni Domenico,1677
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Fra l'altre mie indisposizioni e malanni parmi d'avere altre volte...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 69, c. 80r-v<br/>
</td>",,Ricordi,Viviani Vincenzo a [non identificato],6/02/1678,Firenze,,[non identificato],1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Quanto fu il disturbo che per l'affetto a Vostra Signoria Illustrissima ed Eccellentissima non meritato...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 70, c. 81r-v<br/>
</td>","Redi, sec. XVII,(citato.)",Argomenti privati,Viviani Vincenzo a [non identificato],15/02/1678,Firenze,,[non identificato],1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""La premura che dimostra avere l'Illustrissimo Signor marchese mio signore...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 71, c. 82r-v<br/>
</td>","Ginori, sec. XVII,(citato.)Lorenzini, Stefano, n. 1652,(destinatario.)",Argomenti privati,Viviani Vincenzo a Lorenzini Stefano,21/03/1678,Firenze,,Lorenzini Stefano,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Per non mi abusare della umanissima esibizione di Vostra Signoria Illustrissima ...""Minuta autografa scritta sul rovescio della sopracarta di una lettera indirizzata allo stesso Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 72, c. 83r<br/>
</td>","Tacca, Iacopo, m. 1678,(citato.)Viviani, Francesco, sec. XVII,(citato.)",Suppliche,Viviani Vincenzo a [non identificato],5/04/1678,Firenze,,[non identificato],1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""L'Illustrissimo ed Eccellentissimo Signor Francesco suo fratello e mio Signore...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 73, c. 84r-v<br/>
</td>","Redi, Francesco, 1626-1698,(citato.)Redi, Giovanni Battista, sec. XVII,(destinatario.)",Argomenti privati,Viviani Vincenzo a Redi Giovanni Battista,16/04/1678,Firenze,,Redi Giovanni Battista,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Son molti mesi che io diedi fuori certi miei problemi...""Minuta autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 74, c. 85r-v<br/>
</td>","Martini, Giovanni, sec. XVII,(citato.)Ricci, Michelangelo, 1619-1682,(destinatario.)",Notizie di libri,Viviani Vincenzo a Ricci Michelangelo,10/05/1678,Firenze,Roma,Ricci Michelangelo,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Dall'Illustrissimo Signor Conmend(atario) fra Ippolito Borromei mio particolare protettore...""Minuta autografa, scritta in senso inverso rispetto alla lettera seguente, a c. 86v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 75, c. 86r<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Galilei, Vincenzo, n. 1608,(citato.)Redi, Francesco, 1626-1698,(citato.)Martelli, Francesco, sec. XVII,(citato.)Strozzi, Alessandro, 1583-1648,(destinatario.)Borromei, Ippolito, sec. XVII,(citato.)Galilei, Carlo, 1631-1675,(citato.)",,Viviani Vincenzo a Strozzi Alessandro,11/05/1678,Firenze,,Strozzi Alessandro,1678
Viviani Vincenzo,"Tipologia: letteraIncipit: ""Mi ricordi Vostra Signoria un'altra volta il mese et il giorno...""AutografoScritta in senso inverso rispetto alla precedente, a c. 86r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22556')"">Gal. 159  </a>  doc. 76, c. 86v<br/>
</td>","Lorenzini, Stefano, n. 1652,(destinatario.)Steensen, Niels, 1638-1686,(citato.)",Argomenti privati,Viviani Vincenzo a Lorenzini Stefano,Unidentified,,Firenze,Lorenzini Stefano,Unidentified
