Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Con impazienza sto attendendo avviso se mai venissero quei guanti di Roma....""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 18, c. 25r<br/>
</td>","Moriani, Pietro, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,20/03/1666,Livorno,Firenze,Viviani Vincenzo,1666
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Mercordì mattina finalmente mi riuscì pigliar la Croce...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 19, c. 27r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,27/03/1666,Livorno,,Viviani Vincenzo,1666
Marucelli  Giovan Filippo  1628-1680,"Tipologia: letteraIncipit: ""Si come intesi con sommo giubilo da un cenno del Signor Cavaliere Cerchii la destinazione...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 20, c. 28r-v<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Cerchi, Alessandro, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Marucelli Giovanni Filippo a Viviani Vincenzo,2/04/1666,Parigi,,Viviani Vincenzo,1666
Marucelli  Giovan Filippo  1628-1680,"Tipologia: letteraIncipit: ""La gentilissima sua de' 23 passato...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 21, c. 29r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Fabri, Honoré, 1607-1688,(citato.)",Notizie di libri,Marucelli Giovanni Filippo a Viviani Vincenzo,3/04/1666,Tivoli,Firenze,Viviani Vincenzo,1666
Masini  Domenico  sec. XVII,"Tipologia: letteraIncipit: ""Mi è stata recapitata in questa sera una cortesissima di Vostra Signoria con una del Signor Canonico...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 22, c. 31r<br/>
</td>","Panciatichi, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Masini Domenico a Viviani Vincenzo,15/04/1666,Fucecchio,Firenze,Viviani Vincenzo,1666
Lanci  Giovanni Maria  1598-1670,"Tipologia: letteraIncipit: ""Sa molto bene Vostra Signoria quanto m'abbia obligato verso gli avantaggi del nostro...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 23, c. 33r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Lanci Giovanni Maria a Viviani Vincenzo,3/05/1666,Fano,Firenze,Viviani Vincenzo,1666
Del Bianco  Raffaello  sec. XVII,"Tipologia: letteraIncipit: ""Nel tornarmene iersera a Casa, mi fu fatto un'ambasciata da parte di Vostra Signoria...""Tracce di sigillo a secco
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 24, c. 35r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Del Bianco Raffaello a Viviani Vincenzo,19/07/1666,Firenze,,Viviani Vincenzo,1666
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Adì 16 del cadente partirò d'Urbania per costì e portarò meco alcuni quadri...""Tracce di sigillo a secco
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 25, c. 37r<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Micalori Giovanni Battista a Viviani Vincenzo,10/08/1666,Cagli,Firenze,Viviani Vincenzo,1666
Pesciolini  Giulio  sec. XVII,"Tipologia: letteraIncipit: ""Devo risposta a 3 di Vostra Signoria che due de' 26 stante, et una de' 27...""
","<span data-id=""http://imss/name/116663""></span>","Viviani, Vincenzo, 1622-1703,(destinatario.)Betti, Domenico, sec. XVII?,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Incontri,(citato.)",Idraulica,Pesciolini Giulio a Viviani Vincenzo,29/08/1666,Certaldo,,Viviani Vincenzo,1666
Pesciolini  Giulio  sec. XVII,"Tipologia: letteraIncipit: ""Hieri appunto secondo havrà inteso da M. Domenico Bettini seguì la fine del nostro lavoro...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 27, c. 41r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Pesciolini Giulio a Viviani Vincenzo,5/09/1666,Pino,,Viviani Vincenzo,1666
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Lasciai il quadretto di Vostra Signoria Eccellentissima che si fossi portato...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 28, c. 42r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Micalori Giovanni Battista a Viviani Vincenzo,7/09/1666,Borgo Pace,Firenze,Viviani Vincenzo,1666
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Ho veduto in Urbino i libri de' quali Vostra Signoria Eccellentissima me ne diede la nota...""La lettera è indirizzata al Viviani a Firenze presso i Barnabiti
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 29, c. 44r-v<br/>
</td>","Barocci, Federico, 1535-1612,(citato.)Baldaserra, Lelio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Micalori Giovanni Battista a Viviani Vincenzo,13/09/1666,Cagli,Firenze,Viviani Vincenzo,1666
Nerli  Ferdinando  sec. XVII,"Tipologia: letteraIncipit: ""Dal Signor Amantio Venerosi Pesciolini di Marsilia m'è stato mandato per Vostra Signoria...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 30, c. 46r<br/>
</td>","Venerosi Pesciolini, Amantio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Nerli Ferdinando a Viviani Vincenzo,8/10/1666,Livorno,,Viviani Vincenzo,1666
Nerli  Ferdinando  sec. XVII,"Tipologia: letteraIncipit: ""Invio a Vostra Signoria un ballottino di libbri col...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 31, c. 47r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Nerli Ferdinando a Viviani Vincenzo,8/10/1666,Livorno,,Viviani Vincenzo,1666
Pesciolini  Giulio  sec. XVII,"Tipologia: letteraIncipit: ""Conforme scrissi a Vostra Signoria Eccellentissima m'ero condotto alla fattoria...""
","<span data-id=""http://imss/name/116126""></span>","Viviani, Vincenzo, 1622-1703,(destinatario.)Capponi, Ferrante, 1611-1689,(citato.)Incontri, Ferdinando, sec. XVII,(citato.)Michelini, Famiano, 1604-1665,(citato.)Castelli, Benedetto, 1577/8-1643,(citato.)Tavola, Antonio, sec. XVII,(citato.)",Argomenti privati,Pesciolini Giulio a Viviani Vincenzo,13/10/1666,Pisa,,Viviani Vincenzo,1666
Panciatichi  Lorenzo  1635-1676,"Tipologia: letteraIncipit: ""M'ordina il Serenissimo Signor Principe mio Signore che io le faccia intendere...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 33, c. 49r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Panciatichi Lorenzo a Viviani Vincenzo,22/10/1666,Firenze,,Viviani Vincenzo,1666
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Quando manco ognuno se l'aspettava seguì la nostra partenza...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 34, c. 51r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,3/11/1666,Livorno,,Viviani Vincenzo,1666
Serenai  Lodovico  1599-1685,"Tipologia: letteraIncipit: ""Io non avrei voluto infastidire nè occupar Vostra Signoria, ma perchè il signor Silvani...""Alla lettera fa seguito un elenco di quesiti che il Serenai pone al Viviani riguardo ad un bando che vietava il taglio del legname nelle Alpi da una certa altezza in poi
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 35, c. 52r-53v<br/>
</td>","Silvani,(citato.)Raffaelli, Marco Antonio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Serenai Lodovico a Viviani Vincenzo,5/11/1666,,,Viviani Vincenzo,1666
Marucelli  Jacopo  sec. XVII,"Tipologia: letteraIncipit: ""Già che Vostra Signoria mi disse, che ella era pronta a favorirmi ad ogni tempo...""A c. 56v computi matematici
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 36, c. 55r<br/>
</td>","Anselmi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Marucelli Jacopo a Viviani Vincenzo,7/11/1666,,,Viviani Vincenzo,1666
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Dal Signor Andrea del Rosso riceverete un fagotto quale vorrei che subito...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 37, c. 57r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,13/11/1666,Pisa,,Viviani Vincenzo,1666
Dell'Ara  Paolo  sec. XVII,"Tipologia: letteraIncipit: ""Con la cortesissima di Vostra Signoria Illustrissima ricevo l'inclusa per Monsù Capellano...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 38, c. 58r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)",Argomenti privati,Dell'Ara Paolo a Viviani Vincenzo,19/11/1666,Parigi,,Viviani Vincenzo,1666
Ricci  Michelangelo  1619-1682,"Tipologia: letteraIncipit: ""Le persuasioni del Signor Abbate Gradi e d'altri miei Amici e Signori...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 39, c. 59r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Redi, sec. XVII,(citato.)Gradi,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,20/11/1666,Roma,,Viviani Vincenzo,1666
Maggieri  Cesare  sec. XVII,"Tipologia: letteraIncipit: ""Non si è potuto prima rispondere a Vostra Signoria perchè il Padrone de' Libri stava indisposto...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 40, c. 60r<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Corboli,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Maggieri Cesare a Viviani Vincenzo,6/12/1666,Urbino,Firenze,Viviani Vincenzo,1666
Chimentelli  Valerio  1620-1668,"Tipologia: letteraIncipit: ""Occorreva che Vostra Signoria mi ringraziasse per un dono così triviale, et un tributo...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 41, c. 62r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Chimentelli Valerio a Viviani Vincenzo,10/12/1666,Pisa,Firenze,Viviani Vincenzo,1666
Micalori  Giovanni Battista  sec. XVII,"Tipologia: letteraIncipit: ""Per il procaccio d'Ancona mando a Vostra Signoria Eccellentissima la copia di Luca Valerii...""A c. 65r elenco di libri
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 42, c. 64r-65r<br/>
</td>","Valerio, Luca, 1552-1618,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Micalori Giovanni Battista a Viviani Vincenzo,14/12/1666,Cagli,Firenze,Viviani Vincenzo,1666
Ricci  Michelangelo  1619-1682,"Tipologia: letteraIncipit: ""Ricevo dal Signor Lorenzo Magalotti e dal Signor Carlo DAti, e vedo il favore fattomi...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 43, c. 67r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Magalotti, Lorenzo, 1637-1712,(citato.)Galilei, Galileo, 1564-1642,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,20/12/1666,Roma,,Viviani Vincenzo,1666
Colbert  Jean Baptiste  1619-1683,"Tipologia: letteraIncipit: ""Estant un si digne suiet des bienfaits du Roy par l'exellence...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 44, c. 68r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Colbert Jean Baptiste a Viviani Vincenzo,10/01/1667,Saint Germain,Firenze,Viviani Vincenzo,1667
Molara  Bruto della  1639-1685,"Tipologia: letteraIncipit: ""Mi dice il Capitano Sampieri che rilasciò a voi la chiave della mia segreteria...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23372')"">Gal. 163  </a>  doc. 45, c. 70r<br/>
</td>","Sampieri,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,11/01/1667,Pisa,Firenze,Viviani Vincenzo,1667
